genre,definition
urbano espanol,[]
big room,"['Big room', 'room refer', 'refer large', 'large room', 'room modern', 'modern Western', 'Western largest', 'largest room', 'room medieval', 'medieval known', 'known equivalent', 'equivalent Japanese', 'Japanese room', 'room subgenre', 'subgenre electro', 'electro house', 'house dance', 'dance music']"
mpb,"['MPB refer', 'refer pattern', 'pattern pine', 'pine barkbeetle', 'barkbeetle US', 'US Canada']"
swedish pop,"['Swedish popular', 'popular shortly', 'shortly Swedish', 'Swedish pop', 'pop refers', 'refers music', 'music swept', 'swept Swedish', 'Swedish mainstream', 'mainstream given', 'given point', 'point recent', 'recent After', 'After World', 'World War', 'War Swedish', 'Swedish pop', 'pop music', 'music heavily', 'heavily influenced', 'influenced American', 'American developing', 'developing dansband', 'dansband Since', 'Since Swedish', 'Swedish pop', 'pop music', 'music come', 'come international', 'international prominence', 'prominence bands', 'bands singing', 'singing ranking', 'ranking high', 'high New', 'New Australian', 'Australian charts', 'charts making', 'making Sweden', 'Sweden exporter', 'exporter popular', 'popular music', 'music gross', 'gross domestic']"
italian pop,"['The expression', 'expression Italian', 'Italian popular', 'popular music', 'music refers', 'refers musical', 'musical output', 'output usually', 'usually considered', 'considered academic', 'academic Classical', 'Classical music', 'music roots', 'roots popular', 'popular defined', 'defined defined', 'defined terms', 'terms current', 'current geographical', 'geographical location', 'location Italian', 'Italian Republic', 'Republic exceptions', 'exceptions Germanic', 'Germanic South', 'South Tyrol', 'Tyrol eastern', 'eastern portion', 'portion Friuli', 'Friuli Venezia', 'Venezia defined', 'defined music', 'music produced', 'produced people', 'people consider', 'consider Italians', 'Italians openly', 'openly implicitly', 'implicitly refer', 'refer Both', 'Both definitions', 'definitions complex', 'complex political', 'political history', 'history Italian', 'Italian Peninsula', 'Peninsula different', 'different independent', 'independent political', 'political cultural', 'cultural linguistic', 'linguistic traditions', 'traditions sprang', 'sprang difficult', 'difficult define', 'define considered', 'considered truly', 'truly Since', 'Since formation', 'formation unified', 'unified educational', 'educational system', 'system spread', 'spread information', 'information radio', 'radio press', 'press different', 'different cultural', 'cultural linguistic', 'linguistic groups', 'groups country', 'country independent', 'independent unified', 'unified Italian', 'Italian country', 'country political', 'political ideological', 'ideological concept', 'concept far', 'far daily']"
opm,['OPM refer']
drift phonk,"['Phonk subgenre', 'subgenre hip', 'hip hop', 'hop trap', 'trap music', 'music directly', 'directly inspired', 'inspired Memphis', 'Memphis Mostly', 'Mostly present', 'present SoundCloud', 'SoundCloud music', 'music characterized', 'characterized vocals', 'vocals old', 'old Memphis', 'Memphis rap', 'rap tapes', 'tapes samples', 'samples hip', 'hip combining', 'combining elements', 'elements jazz', 'jazz The', 'The genre', 'genre deploys', 'deploys distorting', 'distorting techniques', 'techniques chopped', 'chopped screwed', 'screwed create', 'create darker', 'darker developed', 'developed Southern', 'Southern United', 'United mainly', 'mainly Houston', 'Houston early', 'early pioneers', 'pioneers include', 'include DJ', 'DJ DJ', 'DJ Spanish', 'Spanish DJ', 'DJ collective', 'collective Three', 'Three In', 'In streaming', 'streaming platforms', 'platforms genre', 'genre developed', 'developed emphasis', 'emphasis jazz', 'jazz classic', 'classic hip', 'hip TikTok', 'TikTok drift', 'drift community', 'community social', 'social subgenre', 'subgenre phonk', 'phonk emerged', 'emerged main', 'main features', 'features use', 'use floor', 'floor drum', 'drum cowbells', 'cowbells high', 'high It', 'It generally', 'generally videos', 'videos showing', 'showing drifting']"
detroit hip hop,"['major center', 'center United', 'United States', 'States creation', 'creation performance', 'performance best', 'best known', 'known early', 'early punk', 'punk rock', 'rock Metro', 'Metro Detroit', 'Detroit area', 'area rich', 'rich musical', 'musical history', 'history spanning', 'spanning past', 'past beginning', 'beginning revival', 'revival Detroit', 'Detroit Symphony', 'Symphony Orchestra', 'Orchestra The', 'The major', 'major genres', 'genres represented', 'represented Detroit', 'Detroit music', 'music include', 'include rock', 'rock electronica', 'electronica The', 'The greater', 'greater Detroit', 'Detroit area', 'area birthplace', 'birthplace primary', 'primary venue', 'venue numerous', 'numerous total', 'total album', 'album according', 'according surpassed', 'surpassed million', 'million units', 'units The', 'The success', 'success artists', 'artists quadrupled', 'quadrupled figure', 'figure decade']"
anime,"['Anime song', 'song anime', 'anime shortened', 'shortened anison', 'anison genre', 'genre music', 'music originating', 'originating Japanese', 'Japanese pop', 'pop Anime', 'Anime songs', 'songs consist', 'consist image', 'image songs', 'songs video', 'video audio', 'audio drama', 'drama CD', 'CD song', 'song released', 'released primarily', 'primarily anime', 'anime including', 'including music', 'music Japanese', 'Japanese voice', 'voice anime', 'anime song', 'song genre', 'genre defined', 'defined musical', 'musical category', 'category It', 'It later', 'later gained', 'gained popularity', 'popularity public', 'public mainstream', 'mainstream artists', 'artists begin', 'begin releasing', 'releasing songs', 'songs anime', 'anime By', 'By redefined', 'redefined separate', 'separate genre', 'genre companies', 'companies began', 'began creating', 'creating record', 'record labels', 'labels exclusively', 'exclusively produce', 'produce anime', 'anime songs', 'songs series', 'series The', 'The increase', 'increase voice', 'voice actors', 'actors beginning', 'beginning mid', 'mid led', 'led growing', 'growing market', 'market interest']"
pluggnb,"['Plugg spelled', 'spelled subgenre', 'subgenre trap', 'trap stems', 'stems production', 'production style', 'style later', 'later polished', 'polished expanded', 'expanded beatmakers', 'beatmakers Beatpluggz', 'Beatpluggz mainly', 'mainly StoopidXool', 'StoopidXool PoloBoyShawty', 'PoloBoyShawty online', 'online distribution', 'distribution platform', 'platform mainline', 'mainline defined', 'defined bombastic', 'bombastic production', 'production rattling', 'rattling drum', 'drum plugg', 'plugg said', 'said described', 'described having', 'having overall', 'overall lush', 'lush jazzy', 'jazzy harmonies', 'harmonies relaxed', 'relaxed drum', 'drum programming', 'programming thick', 'thick Instead', 'Instead mainline', 'mainline plugg', 'plugg drumming', 'drumming mainly', 'mainly employs', 'employs beat', 'beat crash', 'crash cymbals', 'cymbals punctuated', 'punctuated accent', 'accent snares', 'snares As', 'As described', 'described plugg', 'plugg best', 'best intended', 'intended heard', 'heard way', 'way trance', 'trance isolated', 'isolated plugg', 'plugg ranges', 'ranges instrumental', 'instrumental beats', 'beats songs', 'songs rapping', 'rapping mellow', 'mellow Rapping', 'Rapping range', 'range aggressive', 'aggressive relaxed']"
hardcore hip hop,"['Hardcore hip', 'hip hop', 'hop hardcore', 'hardcore genre', 'genre hip', 'hip hop', 'hop music', 'music developed', 'developed East', 'East Coast', 'Coast hip', 'hip hop', 'hop scene', 'scene Pioneered', 'Pioneered artists', 'artists Schoolly', 'Schoolly Boogie', 'Boogie Down', 'Down Productions', 'Productions Public', 'Public generally', 'generally characterized', 'characterized aggression']"
synthpop,"['synthesizer called', 'called subgenre', 'subgenre new', 'new wave', 'wave music', 'music prominent', 'prominent late', 'late features', 'features synthesizer', 'synthesizer dominant', 'dominant musical', 'musical It', 'It prefigured', 'prefigured early', 'early use', 'use synthesizers', 'synthesizers progressive', 'progressive art', 'art particularly', 'particularly Krautrock', 'Krautrock bands', 'bands like', 'like It', 'It arose', 'arose distinct', 'distinct genre', 'genre Japan', 'Japan United', 'United Kingdom', 'Kingdom era', 'era new', 'new wave', 'wave movement', 'movement late', 'late musical', 'musical synthesizers', 'synthesizers practically', 'practically recording', 'recording studio', 'studio available', 'available saw', 'saw rise', 'rise electronic', 'electronic art', 'art After', 'After breakthrough', 'breakthrough Gary', 'Gary Numan', 'Numan UK', 'UK Singles', 'Singles Chart', 'Chart large', 'large numbers', 'numbers artists', 'artists began', 'began enjoy', 'enjoy success', 'success sound', 'sound early', 'early In', 'In Yellow', 'Yellow Magic', 'Magic Orchestra', 'Orchestra introduced', 'introduced rhythm', 'rhythm machine', 'machine popular', 'popular band', 'band major', 'major influence', 'influence early', 'early British', 'British The', 'The development', 'development inexpensive', 'inexpensive polyphonic', 'polyphonic definition', 'definition MIDI', 'MIDI use', 'use dance', 'dance led', 'led commercial', 'commercial accessible', 'accessible sound', 'sound adoption', 'adoption acts', 'acts New', 'New Romantic', 'Romantic rise', 'rise led', 'led success', 'success large', 'large numbers', 'numbers British', 'British acts', 'acts US', 'US Second', 'Second British', 'British term', 'term coined', 'coined Yuzuru', 'Yuzuru Agi', 'Agi critique', 'critique The', 'The considered', 'considered case', 'case multiple', 'multiple discovery', 'discovery term', 'term interchangeably', 'interchangeably generally', 'generally scene', 'scene Japan', 'Japan preferred', 'preferred term', 'term interchangeably', 'interchangeably denote', 'denote variant', 'variant places', 'places emphasis', 'emphasis electronic', 'electronic In', 'In mid', 'mid late', 'late duos', 'duos Erasure', 'Erasure Pet', 'Pet Shop', 'Shop Boys', 'Boys adopted', 'adopted style', 'style highly', 'highly successful', 'successful US', 'US dance', 'dance end', 'end bands', 'bands Alphaville', 'Alphaville giving', 'giving way', 'way house', 'house music', 'music Interest', 'Interest new', 'new wave', 'wave began', 'began revive', 'revive indietronica', 'indietronica electroclash', 'electroclash movements', 'movements late', 'late enjoyed', 'enjoyed widespread', 'widespread revival', 'revival commercial', 'commercial genre', 'genre received', 'received criticism', 'criticism alleged', 'alleged lack', 'lack emotion', 'emotion prominent', 'prominent artists', 'artists spoken', 'spoken detractors', 'detractors believed', 'believed synthesizers', 'synthesizers composed', 'composed played', 'played music', 'music established', 'established place', 'place synthesizer', 'synthesizer major', 'major element', 'element pop', 'pop rock', 'rock directly', 'directly influencing', 'influencing subsequent', 'subsequent genres', 'genres house', 'house music', 'music Detroit', 'Detroit indirectly', 'indirectly influenced', 'influenced individual']"
progressive electro house,[]
mexican hip hop,"['Mexican hip', 'hip hop', 'hop hip', 'hip hop', 'hop music', 'music Mexico', 'Mexico hip', 'hip hop', 'hop music', 'music performed', 'performed Mexican', 'Mexican artists', 'artists artists', 'artists Mexican']"
heartland rock,"['Heartland rock', 'rock genre', 'genre rock', 'rock music', 'music characterized', 'characterized roots', 'roots musical', 'musical focus', 'focus conviction', 'conviction rock', 'rock music', 'music social', 'social communal', 'communal purpose', 'purpose genre', 'genre exemplified', 'exemplified Tom', 'Tom Bob', 'Bob Bruce', 'Bruce Springsteen', 'Springsteen John', 'John Mellencamp', 'Mellencamp country', 'country music', 'music including', 'including Steve', 'Steve Earle', 'Earle Joe', 'Joe The', 'The genre', 'genre developed', 'developed reached', 'reached commercial', 'commercial peak', 'peak genres', 'genres United', 'United In', 'In established', 'established acts', 'acts faded', 'faded genre', 'genre began', 'began major', 'major figures', 'figures continued', 'continued record', 'record commercial']"
talent show,"['A talent', 'talent event', 'event participants', 'participants perform', 'perform arts', 'arts martial', 'martial playing', 'playing comedy', 'comedy activities', 'activities showcase', 'showcase Many', 'Many talent', 'talent shows', 'shows performances', 'performances actual', 'actual In', 'In instance', 'instance participants', 'participants motivated', 'motivated perform', 'perform prize', 'prize For', 'For high', 'high school', 'school students', 'students interest', 'interest performing', 'performing student', 'student body', 'body sole', 'sole purpose', 'purpose performing', 'performing offer', 'offer different', 'different prizes', 'prizes incentive', 'incentive students', 'students participate']"
roots rock,"['Roots rock', 'rock genre', 'genre rock', 'rock music', 'music looks', 'looks origins', 'origins blues', 'blues country', 'country It', 'It particularly', 'particularly associated', 'associated creation', 'creation hybrid', 'hybrid subgenres', 'subgenres later', 'later including', 'including blues', 'blues country', 'country Southern', 'Southern swamp', 'swamp rock', 'rock seen', 'seen responses', 'responses perceived', 'perceived excesses', 'excesses dominant', 'dominant psychedelic', 'psychedelic developing', 'developing progressive', 'progressive Because', 'Because roots', 'roots music', 'music mean', 'mean folk', 'folk world', 'world musical', 'musical roots', 'roots rock', 'rock broad', 'broad sense', 'sense describe', 'describe rock', 'rock music', 'music incorporates', 'incorporates elements', 'elements In', 'In roots', 'roots rock', 'rock enjoyed', 'enjoyed revival', 'revival response', 'response trends', 'trends punk', 'punk new', 'new heavy', 'heavy metal', 'metal saw', 'saw new', 'new interest', 'interest One', 'One proof', 'proof specific', 'specific Grammy', 'Grammy Award', 'Award given', 'given notably', 'notably Jon', 'Jon Batiste', 'Batiste According', 'According trophy', 'trophy defined', 'defined category', 'category recognizes', 'recognizes excellence', 'excellence blues', 'blues folk', 'folk recordings', 'recordings modern', 'modern traditional', 'traditional vocal', 'vocal instrumental', 'instrumental original', 'original material', 'material artists', 'artists use', 'use traditional', 'traditional modern', 'modern roots', 'roots sounds', 'sounds instrumental', 'instrumental techniques', 'techniques basis']"
pagode,"['Pagode Brazilian', 'Brazilian style', 'style music', 'music originated', 'originated Rio', 'Rio de', 'de subgenre', 'subgenre Pagode', 'Pagode originally', 'originally meant', 'meant celebration', 'celebration In', 'In singer', 'singer Beth', 'Beth Carvalho', 'Carvalho introduced', 'introduced liked', 'liked recorded', 'recorded tracks', 'tracks Zeca', 'Zeca Pagodinho', 'Pagodinho Over', 'Over pagode', 'pagode commercial', 'commercial included', 'included version', 'version music', 'music filled', 'filled sentiment', 'sentiment term', 'term pejorative', 'pejorative commercial', 'commercial pop', 'pop Pagode', 'Pagode pagode', 'pagode developed', 'developed beginning', 'beginning advent', 'advent band', 'band Fundo', 'Fundo de', 'de Quintal', 'Quintal introduction', 'introduction new', 'new instruments', 'instruments classical', 'classical samba', 'samba Pagode', 'Pagode lyricism', 'lyricism represented', 'represented kind', 'kind evolution', 'evolution tradition', 'tradition malicious', 'malicious ironic', 'ironic samba', 'samba heavier', 'heavier use', 'use slang', 'slang underground', 'underground introduction', 'introduction credited', 'credited Almir', 'Almir different', 'different louder', 'louder sound', 'sound loudness', 'loudness advantage', 'advantage acoustic', 'acoustic environments', 'environments percussion', 'percussion instruments', 'instruments people', 'people singing', 'singing The', 'The banjo', 'banjo characteristic', 'characteristic instruments', 'instruments pagode', 'pagode introduction', 'introduction credited', 'credited dynamic', 'dynamic type', 'type main', 'main beat', 'beat played', 'played introduction', 'introduction credited', 'credited percussive', 'percussive instrument', 'instrument specially', 'specially rhythmic']"
lounge,"['Lounge music', 'music type', 'type easy', 'easy listening', 'listening music', 'music popular', 'popular It', 'It meant', 'meant evoke', 'evoke listeners', 'listeners feeling', 'feeling usually', 'usually tranquil', 'tranquil island', 'island paradise', 'paradise outer', 'outer The', 'The range', 'range lounge', 'lounge music', 'music encompasses', 'encompasses beautiful', 'beautiful modern', 'modern electronica', 'electronica downtempo', 'downtempo remaining', 'remaining thematically', 'thematically focused', 'focused age', 'age cultural', 'cultural The', 'The earliest', 'earliest type', 'type lounge', 'lounge music', 'music appeared', 'appeared known', 'known light']"
folk-pop,"['musical style', 'style contemporary', 'contemporary folk', 'folk songs', 'songs sweeping', 'sweeping pop', 'pop pop', 'pop songs', 'songs folk', 'folk Recording', 'Recording production', 'production values', 'values created', 'created unblemished', 'unblemished style', 'style appealed', 'appealed mass', 'mass led', 'led commercial', 'commercial success', 'success measured', 'measured high', 'high record', 'record particularly', 'particularly illustrated', 'illustrated hit', 'hit records', 'records reaching', 'reaching Top', 'Top AM', 'AM radio', 'radio United', 'United developed', 'developed folk', 'folk music', 'music folk', 'folk rock', 'rock Key', 'Key example', 'example artists', 'artists include', 'include The', 'The Kingston', 'Kingston Trio', 'Trio Paul', 'Paul Mary', 'Mary contracts', 'contracts major', 'major record', 'record labels', 'labels Records', 'Records Warner', 'Warner Brothers', 'Brothers The', 'The commercially', 'commercially successful', 'successful artists', 'artists stood', 'stood contrast', 'contrast politically', 'politically charged', 'charged uncompromising', 'uncompromising folk', 'folk music', 'music performers', 'performers Joan', 'Joan Barbara', 'Barbara Phil', 'Phil Nina', 'Nina Simone', 'Simone The', 'The recent', 'recent decades', 'decades Tracy', 'Tracy Chapman', 'Chapman Ani', 'Ani found', 'found regions']"
nigerian pop,[]
classical,"['Classical music', 'music generally', 'generally refers', 'refers art', 'art music', 'music Western', 'Western considered', 'considered distinct', 'distinct Western', 'Western folk', 'folk music', 'music popular', 'popular music', 'music It', 'It distinguished', 'distinguished Western', 'Western classical', 'classical term', 'term applies', 'applies art', 'art Classical', 'Classical music', 'music characterized', 'characterized formality', 'formality complexity', 'complexity musical', 'musical form', 'form harmonic', 'harmonic particularly', 'particularly use', 'use Since', 'Since ninth', 'ninth century', 'century primarily', 'primarily written', 'written spawning', 'spawning sophisticated', 'sophisticated notational', 'notational accompanying', 'accompanying literature', 'literature musicological', 'musicological philosophical', 'philosophical A', 'A foundational', 'foundational component', 'component Western', 'Western classical', 'classical music', 'music frequently', 'frequently seen', 'seen perspective', 'perspective individual', 'individual groups', 'groups personalities', 'personalities beliefs', 'beliefs fundamentally', 'fundamentally shaped', 'shaped patronage', 'patronage churches', 'churches royal', 'royal courts', 'courts Western', 'Western early', 'early medieval', 'medieval music', 'music chiefly', 'chiefly monophonic', 'monophonic music', 'music ancient', 'ancient Greece', 'Greece Rome', 'Rome influencing', 'influencing thought', 'thought The', 'The earliest', 'earliest extant', 'extant music', 'music manuscripts', 'manuscripts date', 'date Carolingian', 'Carolingian Empire', 'Empire time', 'time Western', 'Western plainchant', 'plainchant gradually', 'gradually unified', 'unified termed', 'termed Gregorian', 'Gregorian Musical', 'Musical centers', 'centers existed', 'existed Abbey', 'Abbey Saint', 'Saint Abbey', 'Abbey Saint', 'Saint Martial', 'Martial Saint', 'Saint century', 'century saw', 'saw development', 'development staff', 'staff notation', 'notation increasing', 'increasing output', 'output medieval', 'medieval music', 'music By', 'By century', 'century France', 'France major', 'major European', 'European musical', 'musical religious', 'religious school', 'school fully', 'fully explored', 'explored organized', 'organized rhythms', 'rhythms secular', 'secular music', 'music flourished', 'flourished troubadour', 'troubadour trouvère', 'trouvère traditions', 'traditions led', 'led This', 'This culminated', 'culminated court', 'court sponsored', 'sponsored French', 'French ars', 'ars nova', 'nova Italian', 'Italian evolved', 'evolved ars', 'ars stylistic', 'stylistic movement', 'movement extreme', 'extreme rhythmic', 'rhythmic Beginning', 'Beginning early', 'early Renaissance', 'Renaissance composers', 'composers influential', 'influential School', 'School built', 'built harmonic', 'harmonic principles', 'principles English', 'English contenance', 'contenance bringing', 'bringing choral', 'choral music', 'music new', 'new particularly', 'particularly mass', 'mass Northern', 'Northern Italy', 'Italy soon', 'soon emerged', 'emerged central', 'central musical', 'musical Roman', 'Roman School', 'School engaged', 'engaged highly', 'highly sophisticated', 'sophisticated methods', 'methods polyphony', 'polyphony genres', 'genres inspired', 'inspired brief', 'brief English', 'English Madrigal', 'Madrigal Baroque', 'Baroque period', 'period saw', 'saw relative', 'relative standardization', 'standardization increasing', 'increasing importance', 'importance musical', 'musical grew', 'grew ensembles', 'ensembles considerable', 'considerable Italy', 'Italy remained', 'remained birthplace', 'birthplace soloist', 'soloist centered', 'centered concerto', 'concerto organized', 'organized sonata', 'sonata form', 'form large', 'large scale', 'scale genres', 'genres oratorio', 'oratorio The', 'The fugue', 'fugue technique', 'technique championed', 'championed Johann', 'Johann Sebastian', 'Sebastian Bach', 'Bach exemplified', 'exemplified Baroque', 'Baroque tendency', 'tendency reaction', 'reaction simpler', 'simpler galant', 'galant music', 'music empfindsamkeit', 'empfindsamkeit styles', 'styles In', 'In shorter', 'shorter pivotal', 'pivotal Classical', 'Classical period', 'period composers', 'composers Wolfgang', 'Wolfgang Amadeus', 'Amadeus Joseph', 'Joseph Ludwig', 'Ludwig van', 'van Beethoven', 'Beethoven created', 'created widely', 'widely admired', 'admired representatives', 'representatives absolute', 'absolute including', 'including string', 'string quartets', 'quartets The', 'The subsequent', 'subsequent Romantic', 'Romantic music', 'music focused', 'focused instead', 'instead programmatic', 'programmatic art', 'art symphonic', 'symphonic poem', 'poem piano', 'piano genres', 'genres important', 'important During', 'During time', 'time virtuosity', 'virtuosity immensity', 'immensity philosophy', 'philosophy nationalism', 'nationalism aspects', 'aspects converged', 'converged operas', 'operas Richard', 'Richard By', 'By stylistic', 'stylistic unification', 'unification gradually', 'gradually dissipated', 'dissipated prominence', 'prominence popular', 'popular music', 'music greatly', 'greatly Many', 'Many composers', 'composers actively', 'actively avoided', 'avoided past', 'past techniques', 'techniques genres', 'genres lens', 'lens abandoning', 'abandoning tonality', 'tonality place', 'place found', 'found new', 'new inspiration', 'inspiration folk', 'folk melodies', 'melodies impressionist', 'impressionist After', 'After World', 'World War', 'War time', 'time audience', 'audience members', 'members valued', 'valued older', 'older music', 'music contemporary', 'contemporary preference', 'preference catered', 'catered emergence', 'emergence widespread', 'widespread availability', 'availability commercial', 'commercial Trends', 'Trends century', 'century present', 'present day', 'day include', 'include New', 'New New', 'New Spectral', 'Spectral recently', 'recently Postmodern', 'Postmodern music', 'music Increasingly', 'Increasingly practitioners', 'practitioners Africa', 'Africa Asia', 'Asia obtained', 'obtained crucial', 'crucial symphony', 'symphony orchestras', 'orchestras opera', 'opera houses', 'houses appear']"
polish hip hop,"['The Polish', 'Polish hip', 'hip hop', 'hop scene', 'scene born', 'born early', 'early popularity', 'popularity American', 'American rap', 'rap style', 'style Polish', 'Polish music', 'music deep', 'deep roots', 'roots Polish', 'Polish punk', 'punk alternative', 'alternative disco', 'disco funk', 'funk artists', 'artists performers', 'performers especially', 'especially Eastern', 'Eastern Many', 'Many rappers', 'rappers Poland', 'Poland collaborating', 'collaborating artists', 'artists USA']"
lgbtq+ hip hop,[]
dance rock,"['genre rock', 'rock It', 'It genre', 'genre connected', 'connected pop', 'pop rock', 'rock fewer', 'fewer rhythm', 'rhythm blues', 'blues It', 'It originated', 'originated early', 'early following', 'following decline', 'decline popularity', 'popularity punk', 'punk early', 'early include', 'include Gina', 'Gina Russ', 'Russ artists', 'artists Dinosaur', 'Dinosaur Liquid', 'Liquid Liquid', 'Liquid compilation', 'compilation album', 'album Disco', 'Disco Not']"
hollywood,"['Hollywood usually', 'usually refers', 'refers Los', 'Los neighborhood', 'neighborhood metonym', 'metonym major', 'major studio', 'studio system', 'system American', 'American cinemaHollywood', 'cinemaHollywood refer']"
worship,"['Contemporary worship', 'worship music', 'music known', 'known praise', 'praise worship', 'worship defined', 'defined genre', 'genre Christian', 'Christian music', 'music contemporary', 'contemporary It', 'It developed', 'developed past', 'past years', 'years stylistically', 'stylistically similar', 'similar pop', 'pop The', 'The songs', 'songs frequently', 'frequently referred', 'referred typically', 'typically led', 'led guitarist', 'guitarist pianist', 'pianist It', 'It common', 'common genre', 'genre music', 'music sung', 'sung particularly', 'particularly charismatic', 'charismatic Protestant', 'Protestant churches', 'churches Roman', 'Roman Catholic', 'Catholic congregations', 'congregations incorporating', 'incorporating mass']"
escape room,"['An escape', 'escape known', 'known escape', 'escape puzzle', 'puzzle exit', 'exit game', 'game team', 'team players', 'players discover', 'discover solve', 'solve accomplish', 'accomplish tasks', 'tasks rooms', 'rooms order', 'order accomplish', 'accomplish specific', 'specific goal', 'goal limited', 'limited The', 'The goal', 'goal escape', 'escape site', 'site Most', 'Most escape', 'escape games', 'games cooperative', 'cooperative competitive', 'competitive variants', 'variants Escape', 'Escape rooms', 'rooms popular', 'popular North', 'North East', 'East Asia', 'Asia Permanent', 'Permanent escape', 'escape rooms', 'rooms fixed', 'fixed locations', 'locations opened', 'opened Asia', 'Asia followed', 'followed later', 'later New', 'New South']"
tamil pop,[]
uk hip hop,"['British hip', 'hip known', 'known UK', 'UK hip', 'hip hop', 'hop UK', 'UK genre', 'genre culture', 'culture covers', 'covers variety', 'variety styles', 'styles hip', 'hip hop', 'hop music', 'music United', 'United It', 'It generally', 'generally classified', 'classified number', 'number styles', 'styles British', 'British hip', 'hip hop', 'hop referred', 'referred term', 'term coined', 'coined popularised', 'popularised mainly', 'mainly British', 'British Vogue', 'Vogue magazine', 'magazine British', 'British hip', 'hip hop', 'hop originally', 'originally influenced', 'influenced introduced', 'introduced United', 'United Kingdom', 'Kingdom Jamaican', 'Jamaican migrants', 'migrants eventually', 'eventually developed', 'developed uniquely', 'uniquely influenced', 'influenced rapping', 'rapping order', 'order match', 'match rhythm', 'rhythm pace', 'pace aggression', 'aggression dub', 'dub Toasting', 'Toasting soundsystem', 'soundsystem cultures', 'cultures influential', 'influential genres', 'genres outside', 'outside hip', 'hip hop', 'hop included', 'included rapping', 'rapping UK', 'UK The', 'The Times', 'Times described', 'described British', 'British hip', 'hip broad', 'broad sonic', 'sonic encompassing', 'encompassing Britain', 'Britain musicians', 'musicians informed', 'informed inspired', 'inspired music', 'music response', 'response stimuli', 'stimuli gave', 'gave birth', 'birth rap', 'rap New', 'New York']"
british soul,"['British Brit', 'Brit US', 'US British', 'British soul', 'soul soul', 'soul music', 'music performed', 'performed British', 'British Soul', 'Soul major', 'major influence', 'influence British', 'British popular', 'popular music', 'music American', 'American soul', 'soul extremely', 'extremely popular', 'popular youth', 'youth Northern', 'Northern soul', 'soul In', 'In soul', 'soul gained', 'gained mainstream', 'mainstream popularity', 'popularity UK', 'UK disco', 'disco clear', 'clear genre', 'genre British', 'British soul', 'soul emerge', 'emerge number', 'number black', 'black white', 'white artists', 'artists soul', 'soul major', 'major influenced', 'influenced contemporary', 'contemporary began', 'began enjoy', 'enjoy commercial', 'commercial British', 'British soul', 'soul artists', 'artists began', 'began gaining', 'gaining popularity', 'popularity United', 'United States', 'States late', 'late leading', 'leading talk', 'talk British', 'British time', 'time soul', 'soul invasion', 'invasion contrast', 'contrast rock', 'rock new', 'new wave', 'wave synthpop']"
glam metal,"['Glam metal', 'metal known', 'known hair', 'hair metal', 'metal pop', 'pop subgenre', 'subgenre heavy', 'heavy metal', 'metal features', 'features hooks', 'hooks guitar', 'guitar upbeat', 'upbeat rock', 'rock slow', 'slow power', 'power It', 'It borrows', 'borrows heavily', 'heavily fashion', 'fashion image', 'image glam', 'glam glam', 'glam metal', 'metal evolved', 'evolved directly', 'directly glam', 'glam rock', 'rock movement', 'movement visual', 'visual elements', 'elements taken', 'taken acts', 'acts New', 'New York', 'York David', 'David Bowie', 'Bowie lesser', 'lesser punk', 'punk new', 'new wave', 'wave movements', 'movements taking', 'taking place', 'place concurrently', 'concurrently New', 'New York', 'York fused', 'fused decidedly', 'decidedly heavy', 'heavy metal', 'metal leaning', 'leaning theatrical', 'theatrical acts', 'acts Alice', 'Alice Cooper', 'Cooper The', 'The examples', 'examples fusion', 'fusion began', 'began appearing', 'appearing late', 'late early', 'early United', 'United particularly', 'particularly Los', 'Los Angeles', 'Angeles Sunset', 'Sunset Strip', 'Strip music', 'music Early', 'Early glam', 'glam metal', 'metal bands', 'bands include', 'include Mötley', 'Mötley Hanoi', 'Hanoi Quiet', 'Quiet Twisted', 'Twisted Bon', 'Bon Glam', 'Glam metal', 'metal achieved', 'achieved significant', 'significant commercial', 'commercial success', 'success approximately', 'approximately bringing', 'bringing prominence', 'prominence bands', 'bands Skid', 'Skid Cinderella', 'Cinderella From', 'From strictly', 'strictly visual', 'visual glam', 'glam metal', 'metal defined', 'defined flashy', 'flashy overall', 'overall androgynous', 'androgynous aesthetic', 'aesthetic traditional', 'traditional aspect', 'aspect heavy', 'heavy metal', 'metal culture', 'culture replaced', 'replaced usually', 'usually heavy', 'heavy use', 'use bright', 'bright metal', 'metal suffered', 'suffered decline', 'decline popularity', 'popularity grunge', 'grunge alternative', 'alternative phenomena', 'phenomena revolutionized', 'revolutionized hard', 'hard tastes', 'tastes moved', 'moved natural', 'natural aesthetic', 'aesthetic rejection', 'rejection glam', 'glam metal', 'metal visual', 'visual During', 'During successful', 'successful acts', 'acts pinnacle', 'pinnacle suddenly', 'suddenly found', 'found facing', 'facing disbandment', 'disbandment audiences', 'audiences moved', 'moved Glam', 'Glam metal', 'metal experienced', 'experienced resurgence', 'resurgence late', 'late successful', 'successful reunion', 'reunion tours', 'tours popular', 'popular acts', 'acts emergence', 'emergence predominantly', 'predominantly European', 'European including', 'including Reckless', 'Reckless American', 'American band', 'band Steel']"
indie r&b,[]
