genre,definition
urbano espanol,
big room,"Big room refer : 

 Great room , large room modern Western house 
 Great hall , largest room medieval manor 
 Obeya , known "" big room "" ; equivalent "" war room "" Japanese business 
 Big room house , subgenre electro house dance music"
mpb,"MPB refer : 

 Male pattern baldness 
 Mountain pine beetle , barkbeetle Canada"
swedish pop,"Swedish popular music , shortly Swedish pop music , refers music swept Swedish mainstream given point recent times . World War II , Swedish pop music heavily influenced American jazz , rock - - roll U.S. U.K. 1950s 1960s , developing dansband music . 1970s , Swedish pop music come international prominence bands singing English , ranking high British , New Zealand , American , Australian charts making Sweden world exporter popular music gross domestic product ."
italian pop,"expression Italian popular music refers musical output usually considered academic Classical music roots popular traditions , defined ways : defined terms current geographical location Italian Republic exceptions Germanic South Tyrol eastern portion Friuli Venezia Giulia ; alternatively , defined music produced people consider Italians openly implicitly refer belief . definitions loose : complex political history Italian Peninsula different independent political states , cultural linguistic traditions sprang , difficult define considered truly Italian . formation unified educational system spread information radio press 1920s , different cultural linguistic groups country independent , unified Italian country political ideological concept far daily life ."
opm,OPM refer :
drift phonk,"Phonk ( ) subgenre hip hop trap music directly inspired 1990s Memphis rap . present SoundCloud platform , music characterized vocals old Memphis rap tapes samples early-1990s hip hop , combining elements jazz funk . genre deploys distorting techniques chopped screwed create darker sound . 
 Initially developed 2000s Southern United States , mainly Houston Memphis , genre early pioneers include DJ Screw , X - Raided , DJ Spanish Fly , DJ Squeeky , collective 6 Mafia . late-2010s , streaming platforms SoundCloud , genre developed emphasis jazz classic hip hop . 
 Popularized TikTok drift community social media , "" drift phonk "" subgenre phonk emerged Russia ; main features use floor drum patterns , cowbells high bass . generally lo - fi videos showing drifting cars . 

"
detroit hip hop,"Detroit , Michigan , major center United States creation performance music , best known developments : Motown , early punk rock ( proto - punk ) , techno . Metro Detroit area rich musical history spanning past century , beginning revival world - renowned Detroit Symphony Orchestra 1918 .   major genres represented Detroit music include classical , blues , jazz , gospel , R&B , rock roll , pop , punk , soul , electronica hip - hop . greater Detroit area birthplace and/or primary venue numerous platinum - selling artists , total album sales , according estimate , surpassed 40 million units 2000 . success Detroit - based hip - hop artists quadrupled figure decade 2000s ."
anime,"Anime song ( アニメソング , anime songu ) , shortened anison ( アニソン ) , genre music originating Japanese pop music . Anime songs consist theme , insert , image songs anime , video game , audio drama CD series , song released primarily anime market , including music Japanese voice actors . 
 anime song genre defined musical category 1970s . later gained popularity public mainstream artists begin releasing songs tie - ins anime series . 1990s , redefined separate genre companies began creating record labels exclusively produce anime songs series artists . increase voice actors beginning mid 2000s led growing market interest genre . 

"
pluggnb,"Plugg ( spelled plug ) subgenre trap music , stems production style Zaytoven , later polished expanded beatmakers Beatpluggz collective , mainly MexikoDro , StoopidXool PoloBoyShawty mid-2010s online distribution platform SoundCloud . Unlike mainline trap , defined bombastic production rattling hi - hat drum patterns , plugg said dreamy , laidback , atmospheric , spacey , airy , minimal 
 catchy , described having overall lush jazzy atmosphere , ethereal 
 multi - instrumental harmonies melodies , sparse , disjoint , relaxed drum programming hi - hats , thick basslines . Instead hi - hats mainline trap , plugg drumming mainly employs beat skips , crash cymbals punctuated accent snares half - beats . described critic , plugg best intended heard , "" experience[d ] .. [ ] way intended : day - long trance isolated abode"" . Vocally , plugg ranges instrumental beats vocals , songs rapping mellow singing . Rapping flows , plugg , range aggressive relaxed mellow ."
hardcore hip hop,"Hardcore hip hop ( hardcore rap ) genre hip hop music developed East Coast hip hop scene 1980s . Pioneered artists Run - DMC , Schoolly D , Boogie Productions Public Enemy , generally characterized anger , aggression confrontation . 

"
synthpop,"Synth - pop ( short synthesizer pop ; called techno - pop ) subgenre new wave music prominent late 1970s features synthesizer dominant musical instrument . prefigured 1960s early 1970s use synthesizers progressive rock , electronic , art rock , disco , particularly Krautrock bands like Kraftwerk . arose distinct genre Japan United Kingdom post - punk era new wave movement late 1970s mid-1980s . 
 Electronic musical synthesizers practically recording studio available mid-1960s , mid-1970s saw rise electronic art musicians . breakthrough Gary Numan UK Singles Chart 1979 , large numbers artists began enjoy success synthesizer - based sound early 1980s . Japan , Yellow Magic Orchestra introduced TR-808 rhythm machine popular music , band major influence early British synth - pop acts . development inexpensive polyphonic synthesizers , definition MIDI use dance beats , led commercial accessible sound synth - pop . , adoption style - conscious acts New Romantic movement , rise MTV , led success large numbers British synth - pop acts Second British Invasion . 
 term “ techno - pop ” coined Yuzuru Agi critique Kraftwerk Man - Machine 1978 considered case multiple discovery naming . , term interchangeably “ synth - pop ” generally scene Japan preferred term . ""Synth - pop "" interchangeably "" electropop "" , "" electropop "" denote variant synth - pop places emphasis harder , electronic sound . mid late 1980s , duos Erasure Pet Shop Boys adopted style highly successful dance charts , end decade , ' new wave ' synth - pop bands - ha Alphaville giving way house music techno . Interest new wave synth - pop began revive indietronica electroclash movements late 1990s , 2000s synth - pop enjoyed widespread revival commercial success . 
 genre received criticism alleged lack emotion musicianship ; prominent artists spoken detractors believed synthesizers composed played songs . Synth - pop music established place synthesizer major element pop rock music , directly influencing subsequent genres ( including house music Detroit techno ) indirectly influenced genres , individual recordings . 

"
progressive electro house,
mexican hip hop,Mexican hip hop hip hop music Mexico hip hop music performed Mexican artists artists Mexican descent .
heartland rock,"Heartland rock genre rock music characterized straightforward , roots musical style , focus blue - collar workers , conviction rock music social communal purpose entertainment . 
 genre exemplified singer - songwriters Tom Petty , Bob Seger , Bruce Springsteen John Mellencamp country music artists , including Steve Earle Joe Ely . genre developed 1970s reached commercial peak 1980s , best - selling genres United States . 1990s , established acts faded genre began fragment , major figures continued record commercial success ."
talent show,"talent event participants perform arts singing , dancing , lip - syncing , acting , martial arts , playing instrument , poetry , comedy activities showcase skills . talent shows performances contests , actual contests . instance contest , participants motivated perform reward , trophy , prize kind . example , high school students interest performing student body sole purpose performing offer different prizes incentive students participate contest ."
roots rock,"Roots rock genre rock music looks rock origins folk , blues country music . particularly associated creation hybrid subgenres later 1960s including blues rock , country rock , Southern rock , swamp rock seen responses perceived excesses dominant psychedelic developing progressive rock . roots music ( Americana ) mean folk world musical forms , roots rock broad sense describe rock music incorporates elements music . 1980s , roots rock enjoyed revival response trends punk rock , new wave , heavy metal music . decline , 2000s saw new interest "" roots "" music . proof specific Grammy Award given 2015 , notably Jon Batiste 2022 . According website , trophy defined : "" category recognizes excellence Americana , bluegrass , blues folk recordings modern and/or traditional vocal instrumental styles , original material artists use traditional and/or modern roots elements , sounds instrumental techniques basis recordings . """
pagode,"Pagode ( Portuguese pronunciation : [ paˈɡɔdʒ(i ) ] ) Brazilian style music originated Rio de Janeiro , Brazil , subgenre Samba . Pagode originally meant celebration food , music , dance , party . 1978 , singer Beth Carvalho introduced music , liked beginning , recorded tracks Zeca Pagodinho . time , pagode commercial groups , included version music filled clichés , sentiment term pejorative "" commercial pop music "" ( Pagode Romântico).Original pagode developed beginning 1980s , advent band Fundo de Quintal introduction new instruments classical samba formation . Pagode lyricism represented kind evolution tradition malicious ironic samba lyrics , heavier use slang underground terms . 
 4 - string banjo , introduction credited Almir Guineto , different louder sound cavaco ; loudness advantage acoustic environments ( samba circle ) , percussion instruments people singing . 4 - string banjo characteristic instruments pagode sound . 
 tan - tan , introduction credited sereno , dynamic type surdo , main beat samba , "" heart samba "" , played hands . 
 hand - repique , introduction credited Ubirany , percussive instrument specially rhythmic turnarounds . 

"
lounge,"Lounge music type easy listening music popular 1950s 1960s . meant evoke listeners feeling place , usually tranquil theme , jungle , island paradise outer space . range lounge music encompasses beautiful music - influenced instrumentals , modern electronica ( chillout , downtempo influences ) , remaining thematically focused retro - space age cultural elements . earliest type lounge music appeared 1920s 1930s , known light music ."
folk-pop,"Folk - pop musical style 1 ) contemporary folk songs large , sweeping pop arrangements , 2 ) pop songs intimate , acoustic - based folk arrangements . Recording production values created unblemished style appealed mass audience , led commercial success measured high record sales , particularly illustrated hit records reaching 40 radio United States . Folk - pop developed 1960s folk music folk rock boom . Key example folk - pop artists include Kingston Trio Peter , Paul Mary contracts major record labels ( Capitol Records Warner Brothers Records , respectively ) . commercially successful artists stood contrast politically charged uncompromising folk music performers Joan Baez , Barbara Dane , Odetta , Phil Ochs , Nina Simone Weavers , recent decades Tracy Chapman Ani DiFranco . 
 Folk - pop found regions internationally ."
nigerian pop,
classical,"Classical music generally refers art music Western world , considered distinct Western folk music popular music traditions . distinguished Western classical music , term "" classical music "" applies non - Western art music . Classical music characterized formality complexity musical form harmonic organization , particularly use polyphony . ninth century primarily written tradition , spawning sophisticated notational system , accompanying literature analytical , critical , historiographical , musicological philosophical practices . foundational component Western Culture , classical music frequently seen perspective individual groups composers , compositions , personalities beliefs fundamentally shaped history . 
 Rooted patronage churches royal courts Western Europe , early medieval music chiefly religious , monophonic vocal , music ancient Greece Rome influencing thought theory . earliest extant music manuscripts date Carolingian Empire ( 800–888 ) , time Western plainchant gradually unified termed Gregorian chant . Musical centers existed Abbey Saint Gall , Abbey Saint Martial Saint Emmeram Abbey , 11th century saw development staff notation increasing output medieval music theorists . mid-12th century France major European musical center : religious Notre - Dame school fully explored organized rhythms polyphony , secular music flourished troubadour trouvère traditions led poet - musician nobles . culminated court sponsored French ars nova Italian Trecento , evolved ars subtilior , stylistic movement extreme rhythmic diversity . Beginning early 15th century , Renaissance composers influential Franco - Flemish School built harmonic principles English contenance angloise , bringing choral music new standards , particularly mass motet . Northern Italy soon emerged central musical region , Roman School engaged highly sophisticated methods polyphony genres madrigal , inspired brief English Madrigal School . 
 Baroque period ( 1580–1750 ) saw relative standardization common - practice tonality , increasing importance musical instruments , grew ensembles considerable size . Italy remained dominant , birthplace opera , soloist centered concerto genre , organized sonata form large scale vocal - centered genres oratorio cantata . fugue technique championed Johann Sebastian Bach exemplified Baroque tendency complexity , reaction simpler song - like galant music empfindsamkeit styles developed . shorter pivotal Classical period ( 1730–1820 ) composers Wolfgang Amadeus Mozart , Joseph Haydn , Ludwig van Beethoven created widely admired representatives absolute music , including symphonies , string quartets concertos . subsequent Romantic music ( 1800–1910 ) focused instead programmatic music , art song , symphonic poem piano genres important vessels . time virtuosity celebrated , immensity encouraged , philosophy nationalism embedded — aspects converged operas Richard Wagner . 20th century , stylistic unification gradually dissipated prominence popular music greatly increased . composers actively avoided past techniques genres lens modernism , abandoning tonality place serialism , found new inspiration folk melodies impressionist sentiments . World War II , time audience members valued older music contemporary works , preference catered emergence widespread availability commercial recordings . Trends mid-20th century present day include New Simplicity , New Complexity , Minimalism , Spectral music , recently Postmodern music Postminimalism . Increasingly global , practitioners Americas , Africa Asia obtained crucial roles , symphony orchestras opera houses appear world . 

"
polish hip hop,"Polish hip hop scene born early 1990s , popularity American rap . , rap style Polish music deep roots 1980s Polish punk rock , alternative rock , disco funk music . 
 Polish hip - hop artists - known performers Europe , especially Eastern Bloc . rappers Poland collaborating artists Europe , USA Cuba ."
lgbtq+ hip hop,
dance rock,"Dance - rock disco / dance - infused genre rock music . post - disco genre connected pop rock post - punk fewer rhythm blues influences . originated early 1980s , following decline popularity punk disco . Examples early dance - rock include Gina X "" G.D.M. "" , Russ Ballard "" Rebound "" , artists Dinosaur L , Liquid Liquid Polyrock , compilation album Disco Disco ."
hollywood,"Hollywood usually refers : 

 Hollywood , Los Angeles , neighborhood California 
 Hollywood , metonym major studio system American cinemaHollywood refer : 

"
worship,"Contemporary worship music ( CWM ) , known praise worship music , defined genre Christian music contemporary worship . developed past 60 years stylistically similar pop music . songs frequently referred "" praise songs "" "" worship songs "" typically led "" worship band "" "" praise team "" , guitarist pianist leading . common genre music sung churches , particularly charismatic non - denominational Protestant churches Roman Catholic congregations incorporating mass ."
escape room,"escape room , known escape game , puzzle room , exit game , game team players discover clues , solve puzzles , accomplish tasks rooms order accomplish specific goal limited time . goal escape site game . escape games cooperative competitive variants exist . Escape rooms popular North America , Europe , East Asia 2010s .   Permanent escape rooms fixed locations opened Asia followed later Hungary , Serbia , Australia , New Zealand , Russia , South America . 

"
tamil pop,
uk hip hop,"British hip hop , known UK hip hop UK rap , genre music , culture covers variety styles hip hop music United Kingdom . generally classified number styles R&B / Hip - Hop . British hip hop referred Brit - hop , term coined popularised mainly British Vogue magazine BBC . British hip hop originally influenced dub / toasting introduced United Kingdom Jamaican migrants 1950s–70s , eventually developed uniquely influenced rapping ( speed - toasting ) order match rhythm - increasing pace aggression Jamaican - influenced dub UK . Toasting soundsystem cultures influential genres outside hip hop included rapping – grime , jungle , UK garage . 2003 , Times described British hip hop broad - ranging approach : 

 ... "" UK rap "" broad sonic church , encompassing Britain musicians informed inspired hip - hop possibilities , music response stimuli gave birth rap New York mid - Seventies ."
british soul,"British soul , Brit soul , ( context ) British soul invasion , soul music performed British artists . Soul major influence British popular music 1960s , American soul extremely popular youth subcultures , mods , skinheads , Northern soul movement . 1970s , soul gained mainstream popularity UK disco era . 
 , clear genre British soul emerge 1980s , number black white artists soul major focus , influenced contemporary R&B , began enjoy commercial success . British soul artists began gaining popularity United States late 2000s , leading talk British Invasion , time soul invasion ( contrast 1960s rock pop , 1980s new wave synthpop invasions ) ."
glam metal,"Glam metal ( known hair metal pop metal ) subgenre heavy metal features pop - influenced hooks guitar riffs , upbeat rock anthems , slow power ballads . borrows heavily fashion image 1970s glam rock . 
 Early glam metal evolved directly glam rock movement 1970s , visual elements taken acts T. Rex , New York Dolls , David Bowie ( lesser extent , punk new wave movements taking place concurrently New York City ) fused decidedly heavy metal leaning theatrical acts Alice Cooper Kiss . examples fusion began appearing late 1970s early 1980s United States , particularly Los Angeles Sunset Strip music scene . Early glam metal bands include Mötley Crüe , Hanoi Rocks , Ratt , Quiet Riot , Twisted Sister , Bon Jovi , Dokken . Glam metal achieved significant commercial success approximately 1983 1992 , bringing prominence bands Poison , Skid Row , Cinderella Warrant . strictly visual perspective , glam metal defined flashy tight - fitting clothing , makeup , overall androgynous aesthetic traditional "" denim & leather "" aspect heavy metal culture replaced spandex , lace , usually heavy use bright colours . 
 Glam metal suffered decline popularity early - mid 1990s , grunge alternative phenomena revolutionized hard rock , fans ' tastes moved natural stripped - aesthetic rejection glam metal visual style . period , successful acts genre 1980s pinnacle suddenly found facing disbandment audiences moved direction . Glam metal experienced resurgence late 1990s , successful reunion tours popular acts genre 1980s heyday , emergence new , predominantly European bands , including Darkness , Crashdiet , Reckless Love , American band Steel Panther ."
indie r&b,
christian music,"Christian music music written express personal communal belief Christian life faith . Common themes Christian music include praise , worship , penitence , lament , forms vary widely world . Church music , hymnals , gospel worship music Christian media , include contemporary Christian music supports numerous Christian styles music , including hip hop , rock , contemporary worship , R&B - influenced gospel . 
 Like forms music creation , performance , significance , definition Christian music varies according culture social context . Christian music composed performed purposes , ranging aesthetic pleasure , religious ceremonial purposes , positive message entertainment product marketplace ."
chill r&b,
french pop,"French pop music pop music sung French language .   usually performed singers France , Canada , Belgium , Switzerland , francophone areas world .   target audience francophone market ( primarily France ) , considerably smaller largely independent mainstream anglophone market ."
j-rock,"Japanese rock ( Japanese : 日本のロック , Hepburn : Nihon Rokku ) , abbreviated J - rock ( ジェイ・ロック , Jei Rokku ) , rock music Japan . Influenced American British rock 1960s , rock bands Japan performed called Group Sounds , lyrics exclusively English . Folk rock band Happy End early 1970s credited sing rock music Japanese language . Punk rock bands Boøwy Blue Hearts hard rock / heavy metal groups X Japan B'z led Japanese rock late 1980s early 1990s achieving major mainstream success . Rock bands B'z Mr. Children best selling music acts Japan . Rock festivals like Fuji Rock Festival introduced late 90s attendances reaching peak 200,000 people festival making largest outdoor music event country . 

"
yacht rock,"Yacht rock ( originally known West Coast sound adult - oriented rock ) broad music style aesthetic commonly associated soft rock , commercially successful genres mid-1970s mid-1980s . Drawing sources smooth soul , smooth jazz , R&B , disco , common stylistic traits include high - quality production , clean vocals , focus light , catchy melodies . , coined 2005 makers online video series Yacht Rock , derived association popular Southern Californian leisure activity sailing ."
soundtrack,"soundtrack recorded music accompanying synchronised images motion picture , drama , book , television program , radio program , video game ; commercially released soundtrack album music featured soundtrack film , video , television presentation ; physical area film contains synchronised recorded sound . movie industry terminology usage , sound track audio recording created film production post - production . Initially , dialogue , sound effects , music film separate track ( dialogue track , sound effects track ,   music track ) , mixed called composite track , heard film . dubbing track later created films dubbed language .   known M&E ( music effects ) track . M&E tracks contain sound elements minus dialogue , supplied foreign distributor native language territory . 
 Current dictionary entries soundtrack document soundtrack noun , verb . early attempt popularizing term “ sound track ” printed magazine Photoplay 1929 . 1992 technical dictionary entry Academic Press Dictionary Science Technology distinguish form sound track soundtrack . contraction soundtrack came public consciousness advent - called "" soundtrack albums "" late 1940s . conceived movie companies promotional gimmick new films , commercially available recordings labeled advertised "" music original motion picture soundtrack "" , "" music inspired motion picture . "" phrases soon shortened "" original motion picture soundtrack . "" accurately , recordings film music track , usually consist isolated music film , composite ( sound ) track dialogue sound effects . 
 abbreviation OST describe musical soundtrack recorded medium , CD , stands Original Soundtrack ; , differentiate original music heard recorded versus rerecording cover . 

"
contemporary r&b,
pop nacional,
italian adult pop,
grupera,"Grupera ( known Grupero Onda Grupera ) genre Regional Mexican music . reached height popularity 1990s , especially rural areas . music roots rock groups 1960s , today generally consists musicians electric guitars , keyboards drums . music increased popularity 1980s commercially viable , recognized Latin music awards ceremonies Lo Nuestro Latin Grammy Awards . Grupero artists typically perform rancheras , corridos , cumbias , charangas , ballads , boleros chilenas / huapangos ."
mariachi,"Mariachi ( : , UK : , Spanish : [ maˈɾjatʃi ] ) genre regional Mexican   music dates 18th century , evolving time countryside regions western Mexico . usual mariachi group today consists violins , trumpets guitar , including high - pitched vihuela acoustic bass guitar called guitarrón , players taking turns singing lead backup vocals . 
 19th 20th century , migrations rural areas Guadalajara , Mexican government cultural promotion gradually - labeled son style , alternative mariachi ' urban ' form . Modifications music include influences music polkas waltzes , addition trumpets use charro outfits mariachi musicians . musical style began national prominence half 20th century , promotion presidential inaugurations radio 1920s . 2011 , UNESCO recognized mariachi Intangible Cultural Heritage , joining entries Mexican list category . Song styles instrumentals performed mariachi include rancheras , corridos , cumbias , boleros , ballads , sones , huapangos , jarabes , danzones , joropos , pasodobles , marches , polkas , waltzes chotís . song lyrics machismo , love , betrayal , death , politics , revolutionary heroes country life ."
lo-fi beats,
funk metal,"Funk metal ( known thrash - funk punk - funk ) subgenre funk rock alternative metal infuses heavy metal music ( thrash metal ) elements funk punk rock . Funk metal alternative metal movement , described "" brief extremely media - hyped stylistic fad"" . funk metal scene formed California mid-1980s group bands initially playing mix funk , hard rock , hip hop punk , quickly evolved include elements thrash metal . Early bands associated style 1980s included Faith , Fishbone Red Hot Chili Peppers , New York band Living Colour . early 1990s , genre expanded start bands like Primus , Infectious Grooves Rage Machine . Funk metal gained mainstream attention late 1980s , Living Colour Faith experienced chart success songs . Bands including Rage Machine , Primus Red Hot Chili Peppers achieved success early 1990s . genre impact glam metal thrash metal scenes , bands genres began adding funk elements sound time . Despite rise newer artists Incubus , genre decline end 1990s , bands 1980s early 1990s begun breaking moving sounds . Funk metal paved way nu metal movement late 1990s - early 2000s , influential acts Korn Limp Bizkit ."
alternative dance,"Alternative dance ( known indie dance underground dance U.S. ) musical genre mixes alternative rock electronic dance music . largely confined British Isles , gained American worldwide exposure acts New Order 1980s Prodigy 1990s ."
dirty south rap,
rap conscient,
vocal jazz,"Vocal jazz jazz singing instrumental approach jazz voice . Similar cappella , utilizes vocal arrangements create sounds forming music , relying traditional musical instruments .  
 Vocal jazz emerged early twentieth century , roots Blues . Popular blues singers Bessie Smith Ma Rainey great deal influence jazz vocalists Billie Holiday . characteristics vocal jazz scat singing came New Orleans jazz tradition . Louis Armstrong 1926 recording "" Heebie Jeebies "" cited modern song employ scatting . later evolved complex vocal improvisation bop era adopted Anita O'Day , Sarah Vaughan , Betty Carter , Dizzy Gillespie . Boswell Sisters vocal jazz trio originating New Orleans help popularize vocal jazz music general American public 1930s . Repertoire vocal jazz typically includes music Great American Songbook , contemporary popular music arranged vocal jazz ensembles addition original music . arrangements / original music typically employ harmonic language jazz , improvisation , rhythms derived syncretized music West Africa , African - Americans , European Art Music traditions . includes swing music , Latin jazz , jazz fusion , rhythm blues . Technical characteristics vocal jazz include diction based vernacular formal speech patterns . Legato vibrato constants articulation vocal jazz . Vocal jazz uses microphone amplification singers accompanied rhythm section ( piano , bass , drums , guitar ) vocal percussion ."
brazilian rock,"Brazilian rock refers rock music produced Brazil usually sung Portuguese . 1960s known iê - iê - iê , Portuguese transcription line "" Yeah , yeah , yeah "" Beatles song "" Loves "" ."
trap italiana,
trap triste,
queens hip hop,
pop r&b,
salsa,"Salsa music style Latin American music . basic musical components predate labeling salsa , controversies origin . songs considered salsa primarily based son montuno , elements mambo , Latin jazz , bomba , plena guaracha . elements adapted fit basic son montuno template performed context salsa . Originally salsa label commercially styles Latin dance music , nowadays considered musical style staples Latin American culture . self - identified salsa bands predominantly assembled Cuban Puerto Rican musicians New York City ' 70s . music style based late son montuno Arsenio Rodríguez , Conjunto Chappottín Roberto Faz . musicians included Celia Cruz , Rubén Blades , Johnny Pacheco , Machito Héctor Lavoe . 
 period parallel modernization Cuban son developed Los Van Van , Irakere , NG La Banda , Charanga Habanera artists Cuba songo timba , styles present labelled salsa . limited embargo , continuous cultural exchange salsa - related musicians inside outside Cuba undeniable ."
classic soul,"Classic soul radio format focuses raw types soul music 1950s-1970s draw certain rhythm blues soul music influences , 1980 generally considered   “ contemporary R&B ” smoother sophisticated styles , split indicated Michael Jackson 1979 album Wall , considered sit nexus disco , funk , pop , soul , classic R&B , contemporary R&B."
modern country rock,
christian alternative rock,"Christian alternative rock form alternative rock music lyrically grounded Christian worldview . critics suggested unlike CCM older Christian rock , Christian alternative rock generally emphasizes musical style lyrical content defining genre characteristic , degree faith appears music varies artist artist ."
rock-and-roll,"Rock roll ( written rock & roll , rock ' n ' roll , rock ' n roll ) genre popular music evolved United States late 1940s early 1950s . originated African - American music jazz , rhythm blues , boogie woogie , gospel , country music . rock roll formative elements heard blues records 1920s country records 1930s , genre acquire 1954.According journalist Greg Kot , "" rock roll "" refers style popular music originating United States 1950s . mid-1960s , rock roll developed "" encompassing international style known rock music , continued known circles rock roll . "" purpose differentiation , article deals definition . 
 earliest rock roll styles , piano saxophone typically lead instrument . instruments generally replaced supplemented guitar middle late 1950s . beat essentially dance rhythm accentuated backbeat , provided snare drum . Classic rock roll usually played electric guitars ( lead , rhythm ) double bass ( string bass ) . mid-1950s , electric bass guitars ( "" Fender bass "" ) drum kits popular classic rock . Rock roll polarizing influence lifestyles , fashion , attitudes , language . portrayed movies , fan magazines , television . people believe music positive influence civil rights movement , Black American White American teenagers enjoyed ."
cantautor,
gen z singer-songwriter,
cali rap,
eurodance,"Eurodance ( referred Euro - NRG , Euro - electronica Euro ) genre electronic dance music originated late 1980s Europe . combines elements hip hop , techno , Hi - NRG , house music , Euro disco . genre music heavily influenced use rich vocals , rapped verses . , combined cutting - edge synthesizers , strong bass rhythm melodic hooks , establishes core foundation Eurodance music ."
mexican rock,"Mexican rock music , referred Mexico rock nacional ( "" national rock "" ) , originated 1950s . Standards Beatles , Elvis Presley , Everly Brothers , Nancy Sinatra , Chuck Berry soon covered bands Los Apson , Los Teen Tops , Los Twisters , Los Hitters , Los Nómadas , Los Rockets , Los Rebeldes del Rock , Los Locos del Ritmo , Los Crazy Boys , Javier Bátiz , later led original compositions , English . group "" Los Nómadas "" racially integrated band 1950s . lead guitarist , Bill Aken ( adopted son Lupe Mayorga , effectively making Aken cousin Ritchie Valens ) , wrote original material , including raucous Donde - Donde , co - wrote material Sounds Barrio album , sold . 1954 recording Babe 40 R&B recording Latino band . southwestern United States , Spanish guitar rhythms Mexican musical influences inspired music American musicians Ritchie Valens , Danny Flores ( Champs ) , Sam Sham , Roy Orbison , later , Herb Alpert . Initially , public exhibited moderate interest , media attention focused La Ola Inglesa ( British Invasion ) . 
 , substantial success Mexican - American guitarist Carlos Santana United States late 1960s , successful development Mexico counterculture movement called La Onda ( Wave ) , bands sprang . bands sang Spanish English , keeping foreign commercial exposure mind . Mexican Chicano rock crossed Hispanic groups like José Feliciano Lourdes Rodriguez , Puerto Rican descent ."
beatlesque,""" Beatlesque "" ( ) "" Beatles - esque "" describes musical resemblance English rock band Beatles . term loosely defined applied inconsistently wide variety disparate artists ."
british invasion,"British Invasion cultural phenomenon mid-1960s , rock pop music acts United Kingdom aspects British culture popular United States significant rising "" counterculture "" sides Atlantic Ocean . Pop rock groups Beatles , Rolling Stones , Zombies , Kinks , Small Faces , Dave Clark , Herman Hermits , Hollies , Animals , Gerry Pacemakers , Searchers , Yardbirds , , solo singers like Dusty Springfield , Cilla Black , Petula Clark , Tom Jones Donovan , forefront "" invasion "" ."
dream pop,"Dream pop ( typeset dreampop ) subgenre alternative rock neo - psychedelia emphasizes atmosphere sonic texture pop melody . Common characteristics include breathy vocals , dense productions , effects reverb , echo , tremolo , chorus .   overlaps related genre shoegaze , genre terms times interchangeably . 
 genre came prominence 1980s work groups Cocteau Twins A.R. Kane . Subsequently , acts Bloody Valentine , Galaxie 500 , Julee Cruise , Lush , Mazzy Star released significant albums style . saw renewed popularity millennial listeners following late-'00s success Beach House . 

"
mandopop,"Mandopop Mandapop refers Mandarin popular music . genre origin jazz - influenced popular music 1930s Shanghai known Shidaiqu ; later influences coming Japanese enka , Hong Kong Cantopop , Taiwan Hokkien pop , particular Campus Song folk movement 1970s . ' Mandopop ' general term describe popular songs performed Mandarin . Mandopop predates Cantopop , English term coined 1980 "" Cantopop "" popular term describing popular songs Cantonese . "" Mandopop "" describe Mandarin - language popular songs time , versions Cantopop songs sung singers different lyrics suit different rhyme tonal patterns Mandarin . Mandopop categorized subgenre commercial Chinese - language music C - pop . Popular music sung Mandarin variety popular music Chinese establish viable industry . originated Shanghai , later Hong Kong , Taipei Beijing emerged important centers Mandopop music industry . regions countries Mandopop popular mainland China , Hong Kong , Macau , Taiwan , South Korea , Japan , Malaysia , Singapore Vietnam . 

"
melancholia,"Melancholia melancholy ( Greek : µέλαινα χολή melaina chole , meaning black bile ) concept found ancient , medieval premodern medicine Europe describes condition characterized markedly   depressed mood , bodily complaints , hallucinations delusions . 
 Melancholy regarded temperaments matching humours . 18th century , doctors scholars classified melancholic conditions perceived common cause – excess notional fluid known "" black bile "" , commonly linked spleen . 
 late 18th late 19th centuries , melancholia common medical diagnosis ,   modern concepts depression mood disorder eventually arose historical context . Related concepts historical medicine include : lugubriousness ,   Latin lugere , "" mourn "" ; moroseness , Latin morosus , "" self - fastidious habit "" ; wistfulness , obsolete English whist ; saturnineness , Latin Sāturnīnus , "" influence   planet Saturn . """
world worship,
forro,"word forro refer : 

 Forro people , ethnic group São Tomé Príncipe 
 Forro Creole , spoken people 
 Forró , style music dance northeastern Brazil"
